Facility ID,Excess Readmission Ratio,Number of Readmissions,Number of Discharges,Readmission Rate
190025,1.0258,12.0,63.0,19.047619047619047
190025,0.0,0.0,0.0,
190025,0.0,0.0,0.0,
190025,0.0,0.0,0.0,
190025,0.0,0.0,0.0,
190025,0.0,0.0,0.0,
190026,1.1165,85.0,418.0,20.334928229665074
190026,0.0,0.0,0.0,
190026,0.987,83.0,433.0,19.168591224018474
190026,0.9699,13.0,91.0,14.285714285714285
190026,0.8287,,0.0,
190026,1.0026,23.0,178.0,12.921348314606742
190027,0.9803,29.0,172.0,16.86046511627907
190027,0.0,0.0,0.0,
190027,0.9179,66.0,395.0,16.70886075949367
190027,1.0584,17.0,71.0,23.943661971830984
190027,1.1033,,0.0,
190027,1.0889,24.0,141.0,17.02127659574468
190034,0.946,,0.0,
190034,0.0,0.0,0.0,
190034,0.9793,15.0,86.0,17.441860465116278
190034,0.0,0.0,0.0,
190034,0.0,0.0,0.0,
190034,0.0,0.0,0.0,
190036,1.0354,64.0,367.0,17.43869209809264
190036,1.0788,,0.0,
190036,0.9582,134.0,719.0,18.636995827538247
190036,1.0214,21.0,95.0,22.105263157894736
190036,0.9599,,0.0,
190036,0.9549,29.0,223.0,13.004484304932735
190039,1.0028,13.0,76.0,17.105263157894736
190039,0.0,0.0,0.0,
190039,1.0674,56.0,246.0,22.76422764227642
190039,0.9402,,0.0,
190039,0.0,0.0,0.0,
190039,0.9451,,0.0,
190040,1.032,36.0,186.0,19.35483870967742
190040,0.0,0.0,0.0,
190040,1.0829,75.0,311.0,24.115755627009648
190040,1.0408,17.0,71.0,23.943661971830984
190040,1.0268,,0.0,
190040,0.9994,15.0,106.0,14.150943396226415
190041,1.0715,66.0,352.0,18.75
190041,0.8831,,0.0,
190041,0.8916,87.0,548.0,15.875912408759124
190041,1.034,21.0,113.0,18.58407079646018
190041,1.2164,25.0,147.0,17.006802721088434
190041,1.0535,29.0,186.0,15.591397849462366
190044,0.9315,19.0,164.0,11.585365853658537
190044,0.943,,0.0,
190044,0.9349,,0.0,
190044,0.9889,14.0,84.0,16.666666666666664
190044,0.0,0.0,0.0,
190044,0.0,0.0,0.0,
190045,0.951,35.0,237.0,14.767932489451477
190045,0.0,0.0,0.0,
190045,0.9236,75.0,442.0,16.968325791855204
190045,0.9826,20.0,110.0,18.181818181818183
190045,1.1281,12.0,69.0,17.391304347826086
190045,0.929,18.0,163.0,11.042944785276074
190046,1.0812,28.0,122.0,22.950819672131146
190046,0.9772,,0.0,
190046,0.9739,26.0,146.0,17.80821917808219
190046,1.0017,,0.0,
190046,1.0361,,0.0,
190046,0.9927,,0.0,
190050,1.0084,23.0,139.0,16.546762589928058
190050,0.0,0.0,0.0,
190050,1.0182,17.0,79.0,21.518987341772153
190050,0.9839,,0.0,
190050,0.0,0.0,0.0,
190050,0.0,0.0,0.0,
190053,1.0158,23.0,141.0,16.312056737588655
190053,0.0,0.0,0.0,
190053,1.1225,33.0,124.0,26.61290322580645
190053,1.0013,12.0,70.0,17.142857142857142
190053,0.0,0.0,0.0,
190053,0.0,0.0,0.0,
190054,0.9456,20.0,163.0,12.269938650306749
190054,0.9423,,0.0,
190054,0.9526,35.0,213.0,16.431924882629108
190054,0.9821,,0.0,
190054,0.0,0.0,0.0,
190054,1.0204,,0.0,
190060,0.9859,47.0,300.0,15.666666666666668
190060,0.0,0.0,0.0,
190060,1.0293,80.0,381.0,20.99737532808399
190060,0.9342,,0.0,
190060,0.9483,,0.0,
190060,0.8602,,0.0,
190064,0.9237,63.0,490.0,12.857142857142856
190064,0.0,0.0,0.0,
190064,0.9739,125.0,714.0,17.507002801120446
190064,0.867,14.0,147.0,9.523809523809524
190064,0.8423,,0.0,
190064,0.9164,21.0,201.0,10.44776119402985
190065,0.983,50.0,325.0,15.384615384615385
190065,1.1632,13.0,189.0,6.878306878306878
190065,0.9543,73.0,427.0,17.096018735362996
190065,0.9572,,0.0,
190065,0.9299,,0.0,
190065,0.9524,11.0,101.0,10.891089108910892
190079,0.0,0.0,0.0,
190079,0.0,0.0,0.0,
190079,0.0,0.0,0.0,
190079,0.0,0.0,0.0,
190079,0.0,0.0,0.0,
190079,0.0,0.0,0.0,
190086,0.9677,20.0,149.0,13.422818791946309
190086,0.0,0.0,0.0,
190086,0.9693,33.0,204.0,16.176470588235293
190086,1.0166,,0.0,
190086,0.0,0.0,0.0,
190086,1.0138,,0.0,
190088,0.9972,11.0,71.0,15.492957746478872
190088,0.0,0.0,0.0,
190088,1.0293,11.0,49.0,22.448979591836736
190088,0.0,0.0,0.0,
190088,0.0,0.0,0.0,
190088,0.0,0.0,0.0,
190090,1.0572,17.0,88.0,19.318181818181817
190090,0.0,0.0,0.0,
190090,0.0,0.0,0.0,
190090,0.9653,,0.0,
190090,0.0,0.0,0.0,
190090,0.0,0.0,0.0,
190098,0.9834,,0.0,
190098,0.0,0.0,0.0,
190098,0.9151,17.0,119.0,14.285714285714285
190098,0.9449,,0.0,
190098,0.0,0.0,0.0,
190098,1.0198,,0.0,
190099,1.0574,14.0,73.0,19.17808219178082
190099,0.0,0.0,0.0,
190099,1.0604,12.0,46.0,26.08695652173913
190099,0.9795,,0.0,
190099,0.0,0.0,0.0,
190099,0.0,0.0,0.0,
190102,0.9389,82.0,596.0,13.758389261744966
190102,0.0,0.0,0.0,
190102,1.0457,143.0,717.0,19.9442119944212
190102,0.9522,20.0,143.0,13.986013986013987
190102,1.113,25.0,184.0,13.586956521739129
190102,0.9756,45.0,366.0,12.295081967213115
190106,0.9994,,0.0,
190106,0.0,0.0,0.0,
190106,0.9812,,0.0,
190106,0.0,0.0,0.0,
190106,0.0,0.0,0.0,
190106,0.0,0.0,0.0,
190111,1.0388,176.0,1054.0,16.698292220113853
190111,0.8544,,0.0,
190111,1.0085,269.0,1294.0,20.78825347758887
190111,0.9098,99.0,607.0,16.30971993410214
190111,1.064,23.0,194.0,11.855670103092782
190111,1.1277,67.0,420.0,15.95238095238095
190114,0.9566,16.0,136.0,11.76470588235294
190114,0.0,0.0,0.0,
190114,1.0412,11.0,45.0,24.444444444444443
190114,0.0,0.0,0.0,
190114,0.0,0.0,0.0,
190114,0.0,0.0,0.0,
190116,1.0304,11.0,64.0,17.1875
190116,0.0,0.0,0.0,
190116,1.0515,12.0,47.0,25.53191489361702
190116,0.0,0.0,0.0,
190116,0.0,0.0,0.0,
190116,0.0,0.0,0.0,
190118,1.0072,,0.0,
190118,0.0,0.0,0.0,
190118,0.987,,0.0,
190118,0.0,0.0,0.0,
190118,0.0,0.0,0.0,
190118,0.0,0.0,0.0,
190125,1.0141,60.0,384.0,15.625
190125,0.0,0.0,0.0,
190125,0.9822,77.0,415.0,18.55421686746988
190125,0.9834,16.0,99.0,16.161616161616163
190125,0.9767,,0.0,
190125,0.9532,34.0,292.0,11.643835616438356
190128,0.0,0.0,0.0,
190128,0.0,0.0,0.0,
190128,0.0,0.0,0.0,
190128,0.0,0.0,0.0,
190128,0.0,0.0,0.0,
190128,0.0,0.0,0.0,
190133,1.0064,,0.0,
190133,0.0,0.0,0.0,
190133,0.0,0.0,0.0,
190133,0.0,0.0,0.0,
190133,0.0,0.0,0.0,
190133,0.0,0.0,0.0,
190140,0.981,11.0,88.0,12.5
190140,0.0,0.0,0.0,
190140,1.0632,,0.0,
190140,0.0,0.0,0.0,
190140,0.0,0.0,0.0,
190140,0.0,0.0,0.0,
190144,1.0004,22.0,141.0,15.602836879432624
190144,0.0,0.0,0.0,
190144,0.9911,16.0,90.0,17.77777777777778
190144,1.0029,,0.0,
190144,0.0,0.0,0.0,
190144,0.0,0.0,0.0,
190145,0.9982,,0.0,
190145,0.0,0.0,0.0,
190145,1.0006,,0.0,
190145,0.0,0.0,0.0,
190145,0.0,0.0,0.0,
190145,0.0,0.0,0.0,
190151,0.9705,,0.0,
190151,0.0,0.0,0.0,
190151,0.9627,,0.0,
190151,0.0,0.0,0.0,
190151,0.0,0.0,0.0,
190151,0.0,0.0,0.0,
190160,1.0479,64.0,362.0,17.67955801104972
190160,0.9853,,0.0,
190160,1.1909,129.0,514.0,25.09727626459144
190160,1.0027,22.0,124.0,17.741935483870968
190160,1.1207,,0.0,
190160,1.2206,56.0,288.0,19.444444444444446
190164,0.99,22.0,135.0,16.296296296296298
190164,0.0,0.0,0.0,
190164,0.9747,25.0,135.0,18.51851851851852
190164,1.0054,15.0,77.0,19.480519480519483
190164,0.0,0.0,0.0,
190164,1.0202,,0.0,
190167,0.9989,38.0,255.0,14.901960784313726
190167,0.0,0.0,0.0,
190167,1.0039,11.0,58.0,18.96551724137931
190167,0.9296,,0.0,
190167,0.0,0.0,0.0,
190167,0.0,0.0,0.0,
190176,1.0124,44.0,256.0,17.1875
190176,0.8848,,0.0,
190176,1.1079,83.0,338.0,24.556213017751478
190176,1.0613,17.0,62.0,27.419354838709676
190176,1.0273,,0.0,
190176,1.104,24.0,124.0,19.35483870967742
190183,1.0226,,0.0,
190183,0.0,0.0,0.0,
190183,0.9865,11.0,58.0,18.96551724137931
190183,0.0,0.0,0.0,
190183,0.0,0.0,0.0,
190183,0.0,0.0,0.0,
190184,1.0528,,0.0,
190184,0.0,0.0,0.0,
190184,1.0061,,0.0,
190184,0.9431,,0.0,
190184,0.0,0.0,0.0,
190184,0.0,0.0,0.0,
190190,0.0,0.0,0.0,
190190,0.0,0.0,0.0,
190190,0.9953,,0.0,
190190,0.0,0.0,0.0,
190190,0.0,0.0,0.0,
190190,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190201,0.0,0.0,0.0,
190202,1.0801,25.0,113.0,22.123893805309734
190202,0.0,0.0,0.0,
190202,1.0061,37.0,181.0,20.441988950276244
190202,1.0008,,0.0,
190202,0.0,0.0,0.0,
190202,0.9551,,0.0,
190208,0.0,0.0,0.0,
190208,0.0,0.0,0.0,
190208,0.0,0.0,0.0,
190208,1.1385,19.0,58.0,32.758620689655174
190208,0.0,0.0,0.0,
190208,0.0,0.0,0.0,
190218,0.9654,,0.0,
190218,0.0,0.0,0.0,
190218,0.0,0.0,0.0,
190218,0.0,0.0,0.0,
190218,0.0,0.0,0.0,
190218,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190241,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190245,0.0,0.0,0.0,
190251,0.0,0.0,0.0,
190251,0.9572,,0.0,
190251,0.0,0.0,0.0,
190251,0.0,0.0,0.0,
190251,0.0,0.0,0.0,
190251,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190255,0.0,0.0,0.0,
190256,0.0,0.0,0.0,
190256,1.0198,,0.0,
190256,0.0,0.0,0.0,
190256,0.0,0.0,0.0,
190256,0.0,0.0,0.0,
190256,0.0,0.0,0.0,
190259,0.0,0.0,0.0,
190259,0.9929,,0.0,
190259,0.0,0.0,0.0,
190259,0.0,0.0,0.0,
190259,0.0,0.0,0.0,
190259,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190266,0.0,0.0,0.0,
190267,0.0,0.0,0.0,
190267,0.9886,,0.0,
190267,0.0,0.0,0.0,
190267,0.0,0.0,0.0,
190267,0.0,0.0,0.0,
190267,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190270,0.0,0.0,0.0,
190274,0.9736,11.0,86.0,12.790697674418606
190274,0.0,0.0,0.0,
190274,0.9799,24.0,129.0,18.6046511627907
190274,0.9666,,0.0,
190274,0.0,0.0,0.0,
190274,1.0787,11.0,51.0,21.568627450980394
190278,0.0,0.0,0.0,
190278,1.0769,,0.0,
190278,0.0,0.0,0.0,
190278,0.0,0.0,0.0,
190278,0.0,0.0,0.0,
190278,0.0,0.0,0.0,
190298,0.0,0.0,0.0,
190298,1.317,19.0,247.0,7.6923076923076925
190298,0.0,0.0,0.0,
190298,0.0,0.0,0.0,
190298,0.0,0.0,0.0,
190298,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190300,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190302,0.0,0.0,0.0,
190303,0.0,0.0,0.0,
190303,0.9779,,0.0,
190303,0.0,0.0,0.0,
190303,0.0,0.0,0.0,
190303,0.0,0.0,0.0,
190303,0.0,0.0,0.0,
190308,0.9646,,0.0,
190308,0.0,0.0,0.0,
190308,1.0345,,0.0,
190308,0.0,0.0,0.0,
190308,0.0,0.0,0.0,
190308,0.0,0.0,0.0,
190312,0.9797,,0.0,
190312,0.0,0.0,0.0,
190312,1.0192,11.0,46.0,23.91304347826087
190312,0.9809,,0.0,
190312,0.0,0.0,0.0,
190312,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190313,0.0,0.0,0.0,
190316,1.0186,,0.0,
190316,0.0,0.0,0.0,
190316,1.0,,0.0,
190316,0.0,0.0,0.0,
190316,0.0,0.0,0.0,
190316,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190317,0.0,0.0,0.0,
190318,0.9406,11.0,112.0,9.821428571428571
190318,0.0,0.0,0.0,
190318,1.08,14.0,44.0,31.818181818181817
190318,0.98,,0.0,
190318,0.0,0.0,0.0,
190318,0.0,0.0,0.0,
200001,1.1061,45.0,239.0,18.828451882845187
200001,0.9061,,0.0,
200001,1.0032,29.0,147.0,19.727891156462583
200001,1.0215,14.0,66.0,21.21212121212121
200001,0.0,0.0,0.0,
200001,0.978,,0.0,
200008,0.9971,18.0,123.0,14.634146341463413
200008,0.0,0.0,0.0,
200008,1.02,23.0,118.0,19.491525423728813
200008,0.9563,,0.0,
200008,0.0,0.0,0.0,
200008,0.0,0.0,0.0,
200009,0.8983,54.0,428.0,12.616822429906541
200009,0.8794,11.0,269.0,4.089219330855019
200009,0.9065,134.0,818.0,16.381418092909534
200009,1.0012,22.0,124.0,17.741935483870968
200009,0.8841,16.0,240.0,6.666666666666667
200009,0.9059,72.0,695.0,10.359712230215827
200018,0.947,,0.0,
200018,0.0,0.0,0.0,
200018,0.9849,15.0,83.0,18.072289156626507
200018,0.9947,,0.0,
200018,0.0,0.0,0.0,
200018,0.0,0.0,0.0,
200019,1.0358,62.0,380.0,16.315789473684212
200019,0.0,0.0,0.0,
200019,0.8723,49.0,367.0,13.35149863760218
200019,0.9211,,0.0,
200019,0.0,0.0,0.0,
200019,0.9901,,0.0,
200020,0.9936,21.0,163.0,12.883435582822086
200020,0.0,0.0,0.0,
200020,0.9386,25.0,192.0,13.020833333333334
200020,0.9939,,0.0,
200020,0.0,0.0,0.0,
200020,0.9824,,0.0,
200021,0.9553,26.0,220.0,11.818181818181818
200021,1.1068,,0.0,
200021,0.9425,34.0,221.0,15.384615384615385
200021,1.0234,,0.0,
200021,0.0,0.0,0.0,
200021,0.0,0.0,0.0,
200024,0.8151,,0.0,
200024,0.0,0.0,0.0,
200024,0.9666,51.0,282.0,18.085106382978726
200024,0.95,,0.0,
200024,0.9559,,0.0,
200024,0.8714,13.0,179.0,7.262569832402235
200031,0.9904,,0.0,
200031,0.0,0.0,0.0,
200031,1.0531,14.0,56.0,25.0
200031,1.0078,,0.0,
200031,0.0,0.0,0.0,
200031,0.0,0.0,0.0,
200033,0.8102,27.0,283.0,9.540636042402827
200033,0.9796,,0.0,
200033,0.7921,99.0,648.0,15.277777777777779
200033,0.9796,19.0,92.0,20.652173913043477
200033,0.8563,,0.0,
200033,0.7224,48.0,620.0,7.741935483870968
200034,0.941,,0.0,
200034,0.0,0.0,0.0,
200034,0.9834,15.0,87.0,17.24137931034483
200034,0.0,0.0,0.0,
200034,0.0,0.0,0.0,
200034,0.0,0.0,0.0,
200039,0.8527,24.0,268.0,8.955223880597014
200039,0.0,0.0,0.0,
200039,0.9481,37.0,226.0,16.371681415929203
200039,1.0155,18.0,92.0,19.565217391304348
200039,0.0,0.0,0.0,
200039,0.9255,,0.0,
200041,0.9753,,0.0,
200041,0.0,0.0,0.0,
200041,0.9858,,0.0,
200041,0.0,0.0,0.0,
200041,0.0,0.0,0.0,
200041,0.0,0.0,0.0,
200050,1.0148,18.0,106.0,16.9811320754717
200050,0.0,0.0,0.0,
200050,0.9397,12.0,88.0,13.636363636363635
200050,0.0,0.0,0.0,
200050,0.0,0.0,0.0,
200050,0.0,0.0,0.0,
200052,1.038,12.0,60.0,20.0
200052,0.0,0.0,0.0,
200052,0.9822,,0.0,
200052,0.0,0.0,0.0,
200052,0.0,0.0,0.0,
200052,0.0,0.0,0.0,
200063,1.0754,20.0,104.0,19.230769230769234
200063,0.0,0.0,0.0,
200063,1.0309,27.0,135.0,20.0
200063,0.9899,,0.0,
200063,0.0,0.0,0.0,
200063,0.0,0.0,0.0,
210001,1.1576,161.0,798.0,20.175438596491226
210001,1.174,,0.0,
210001,0.9011,107.0,620.0,17.258064516129032
210001,1.0356,121.0,598.0,20.234113712374583
210001,0.0,0.0,0.0,
210001,1.0158,42.0,288.0,14.583333333333334
210002,0.9875,21.0,117.0,17.94871794871795
210002,0.0,0.0,0.0,
210002,0.9778,64.0,302.0,21.192052980132452
210002,1.0181,20.0,83.0,24.096385542168676
210002,0.9795,32.0,291.0,10.996563573883162
210002,1.0251,38.0,234.0,16.23931623931624
210003,0.9133,23.0,178.0,12.921348314606742
210003,0.0,0.0,0.0,
210003,1.1197,66.0,244.0,27.049180327868854
210003,1.0523,30.0,115.0,26.08695652173913
210003,0.9429,,0.0,
210003,0.9101,,0.0,
210004,0.9433,55.0,371.0,14.824797843665769
210004,0.926,,0.0,
210004,0.9525,56.0,328.0,17.073170731707318
210004,0.9332,12.0,98.0,12.244897959183673
210004,0.0,0.0,0.0,
210004,1.1182,20.0,94.0,21.27659574468085
210005,0.938,94.0,678.0,13.864306784660767
210005,0.9616,,0.0,
210005,0.9339,138.0,765.0,18.03921568627451
210005,1.0291,84.0,391.0,21.483375959079286
210005,0.0,0.0,0.0,
210005,0.966,25.0,198.0,12.626262626262626
210008,1.0077,12.0,62.0,19.35483870967742
210008,0.9259,,0.0,
210008,1.0353,39.0,168.0,23.214285714285715
210008,1.0243,11.0,43.0,25.581395348837212
210008,0.0,0.0,0.0,
210008,0.0,0.0,0.0,
210009,0.9466,48.0,291.0,16.49484536082474
210009,0.0,0.0,0.0,
210009,0.8915,128.0,683.0,18.740849194729137
210009,0.9548,30.0,143.0,20.97902097902098
210009,0.9136,22.0,251.0,8.764940239043826
210009,1.0027,29.0,186.0,15.591397849462366
210011,0.9934,52.0,344.0,15.11627906976744
210011,1.2253,,0.0,
210011,0.9378,81.0,475.0,17.05263157894737
210011,1.0122,59.0,298.0,19.798657718120804
210011,0.0,0.0,0.0,
210011,0.9767,16.0,126.0,12.698412698412698
210012,0.8904,55.0,410.0,13.414634146341465
210012,0.8608,,0.0,
210012,1.0184,104.0,493.0,21.095334685598377
210012,0.9733,31.0,165.0,18.787878787878785
210012,1.0106,17.0,167.0,10.179640718562874
210012,0.9568,33.0,257.0,12.840466926070038
210015,0.9416,127.0,799.0,15.894868585732166
210015,1.0486,,0.0,
210015,0.9568,192.0,954.0,20.125786163522015
210015,0.9337,97.0,524.0,18.51145038167939
210015,0.0,0.0,0.0,
210015,1.0115,34.0,194.0,17.525773195876287
210016,1.0789,81.0,429.0,18.88111888111888
210016,1.2385,,0.0,
210016,1.0528,99.0,472.0,20.97457627118644
210016,1.0793,34.0,140.0,24.285714285714285
210016,1.0653,33.0,265.0,12.452830188679245
210016,1.0255,37.0,261.0,14.17624521072797
210017,0.9346,,0.0,
210017,0.7675,,0.0,
210017,0.9547,14.0,89.0,15.730337078651685
210017,1.015,,0.0,
210017,0.0,0.0,0.0,
210017,0.0,0.0,0.0,
210018,0.9438,67.0,479.0,13.987473903966595
210018,0.0,0.0,0.0,
210018,0.9539,44.0,253.0,17.391304347826086
210018,0.9325,14.0,102.0,13.725490196078432
210018,0.0,0.0,0.0,
210018,1.0015,,0.0,
210019,0.9637,105.0,678.0,15.486725663716813
210019,0.8711,,0.0,
210019,0.8876,72.0,445.0,16.179775280898877
210019,0.9667,92.0,504.0,18.253968253968253
210019,0.9362,24.0,245.0,9.795918367346939
210019,0.9625,63.0,466.0,13.519313304721031
210022,1.0171,87.0,562.0,15.480427046263346
210022,1.0062,,0.0,
210022,1.0062,138.0,757.0,18.229854689564068
210022,1.0198,26.0,128.0,20.3125
210022,1.0159,13.0,127.0,10.236220472440944
210022,0.9594,33.0,292.0,11.301369863013697
210023,1.0024,176.0,1122.0,15.686274509803921
210023,1.2093,18.0,237.0,7.59493670886076
210023,0.9805,320.0,1747.0,18.317115054378935
210023,0.9985,102.0,533.0,19.136960600375236
210023,0.8986,,0.0,
210023,1.1333,62.0,381.0,16.27296587926509
210024,0.9511,31.0,195.0,15.897435897435896
210024,0.8366,,0.0,
210024,0.9352,127.0,635.0,20.0
210024,1.0151,45.0,193.0,23.316062176165804
210024,0.9065,12.0,162.0,7.4074074074074066
210024,0.8341,47.0,397.0,11.838790931989925
210027,0.8826,79.0,573.0,13.787085514834205
210027,0.9276,,0.0,
210027,0.928,96.0,525.0,18.285714285714285
210027,1.0001,55.0,288.0,19.09722222222222
210027,0.924,,0.0,
210027,0.9812,32.0,234.0,13.675213675213676
210028,0.9201,58.0,432.0,13.425925925925927
210028,0.7918,,0.0,
210028,1.134,108.0,429.0,25.174825174825177
210028,0.9161,33.0,220.0,15.0
210028,0.0,0.0,0.0,
210028,0.9132,,0.0,
210029,0.9053,43.0,296.0,14.527027027027026
210029,1.1373,,0.0,
210029,0.9124,108.0,592.0,18.243243243243242
210029,1.0327,69.0,283.0,24.381625441696116
210029,0.0,0.0,0.0,
210029,1.0662,23.0,119.0,19.327731092436977
210030,0.9469,,0.0,
210030,0.0,0.0,0.0,
210030,0.9488,,0.0,
210030,0.943,,0.0,
210030,0.0,0.0,0.0,
210030,0.0,0.0,0.0,
210032,1.0018,41.0,249.0,16.46586345381526
210032,0.9698,,0.0,
210032,0.9639,54.0,289.0,18.685121107266436
210032,1.1293,66.0,252.0,26.190476190476193
210032,0.0,0.0,0.0,
210032,0.9958,,0.0,
210033,0.9942,143.0,920.0,15.543478260869565
210033,0.9947,,0.0,
210033,0.9309,121.0,682.0,17.741935483870968
210033,0.8986,53.0,368.0,14.402173913043478
210033,0.0,0.0,0.0,
210033,0.9859,18.0,142.0,12.676056338028168
210034,0.9829,35.0,212.0,16.50943396226415
210034,0.0,0.0,0.0,
210034,0.9434,38.0,215.0,17.674418604651162
210034,0.8895,24.0,173.0,13.872832369942195
210034,0.0,0.0,0.0,
210034,1.0265,,0.0,
210035,0.9864,63.0,362.0,17.403314917127073
210035,0.8815,,0.0,
210035,1.0725,64.0,281.0,22.77580071174377
210035,0.8965,25.0,192.0,13.020833333333334
210035,0.0,0.0,0.0,
210035,0.0,0.0,0.0,
210037,0.8337,37.0,356.0,10.393258426966293
210037,1.0583,,0.0,
210037,0.875,50.0,344.0,14.534883720930234
210037,0.9669,30.0,168.0,17.857142857142858
210037,0.0,0.0,0.0,
210037,0.9386,20.0,184.0,10.869565217391305
210038,1.0464,14.0,51.0,27.450980392156865
210038,0.0,0.0,0.0,
210038,1.0152,21.0,83.0,25.301204819277107
210038,0.9643,,0.0,
210038,0.0,0.0,0.0,
210038,0.0,0.0,0.0,
210039,1.0451,79.0,434.0,18.202764976958523
210039,1.1844,,0.0,
210039,0.9748,76.0,386.0,19.689119170984455
210039,0.9505,13.0,92.0,14.130434782608695
210039,0.0,0.0,0.0,
210039,0.9551,,0.0,
210040,1.0223,74.0,412.0,17.96116504854369
210040,1.1621,,0.0,
210040,1.0212,112.0,524.0,21.374045801526716
210040,1.0321,36.0,162.0,22.22222222222222
210040,0.0,0.0,0.0,
210040,1.0042,,0.0,
210043,0.9342,81.0,558.0,14.516129032258066
210043,0.0,0.0,0.0,
210043,0.8613,123.0,776.0,15.850515463917525
210043,0.8876,42.0,266.0,15.789473684210526
210043,0.0,0.0,0.0,
210043,0.944,13.0,135.0,9.62962962962963
210044,0.9841,67.0,460.0,14.565217391304348
210044,1.2428,,0.0,
210044,0.9184,91.0,561.0,16.22103386809269
210044,0.9602,23.0,141.0,16.312056737588655
210044,0.0,0.0,0.0,
210044,0.0,0.0,0.0,
210048,1.0798,118.0,682.0,17.302052785923756
210048,0.9811,,0.0,
210048,1.0856,155.0,753.0,20.584329349269588
210048,0.9373,36.0,218.0,16.51376146788991
210048,0.0,0.0,0.0,
210048,0.8886,14.0,182.0,7.6923076923076925
210049,1.0697,114.0,622.0,18.327974276527332
210049,0.9867,,0.0,
210049,0.983,153.0,794.0,19.269521410579348
210049,1.0224,57.0,296.0,19.256756756756758
210049,0.0,0.0,0.0,
210049,0.9343,38.0,320.0,11.875
210051,0.9868,54.0,342.0,15.789473684210526
210051,1.2176,,0.0,
210051,0.9323,117.0,658.0,17.78115501519757
210051,0.9657,29.0,161.0,18.012422360248447
210051,0.0,0.0,0.0,
210051,0.9468,,0.0,
210056,0.9483,42.0,269.0,15.613382899628252
210056,0.0,0.0,0.0,
210056,0.9827,110.0,495.0,22.22222222222222
210056,1.0482,49.0,202.0,24.257425742574256
210056,0.0,0.0,0.0,
210056,0.9943,,0.0,
210057,0.9144,90.0,659.0,13.657056145675265
210057,1.2625,19.0,266.0,7.142857142857142
210057,0.9206,67.0,409.0,16.381418092909534
210057,0.9642,24.0,140.0,17.142857142857142
210057,0.0,0.0,0.0,
210057,0.9253,24.0,229.0,10.480349344978166
210058,0.0,0.0,0.0,
210058,0.9073,,0.0,
210058,0.0,0.0,0.0,
210058,0.0,0.0,0.0,
210058,0.0,0.0,0.0,
210058,0.0,0.0,0.0,
210060,1.0492,29.0,169.0,17.159763313609467
210060,0.9783,,0.0,
210060,1.0583,26.0,113.0,23.008849557522122
210060,0.9524,,0.0,
210060,0.0,0.0,0.0,
210060,0.0,0.0,0.0,
210061,1.0166,47.0,311.0,15.112540192926044
210061,0.0,0.0,0.0,
210061,0.9251,51.0,329.0,15.501519756838904
210061,1.0126,28.0,166.0,16.867469879518072
210061,0.0,0.0,0.0,
210061,0.0,0.0,0.0,
210062,0.9805,62.0,369.0,16.802168021680217
210062,1.038,,0.0,
210062,0.9837,118.0,607.0,19.43986820428336
210062,1.0268,35.0,155.0,22.58064516129032
210062,0.0,0.0,0.0,
210062,0.9286,27.0,246.0,10.975609756097562
210063,0.9574,59.0,394.0,14.974619289340103
210063,1.1316,23.0,361.0,6.3711911357340725
210063,0.9076,120.0,698.0,17.191977077363894
210063,0.9854,29.0,164.0,17.682926829268293
210063,1.0582,46.0,390.0,11.794871794871794
210063,1.0743,71.0,463.0,15.334773218142548
210064,0.0,0.0,0.0,
210064,0.0,0.0,0.0,
